期号,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2,后区出球顺序1,后区出球顺序2,前区出球顺序1,前区出球顺序2,前区出球顺序3,前区出球顺序4,前区出球顺序5,奖池余额,本期销量,一等奖注数,一等奖单注奖金,二等奖注数,二等奖单注奖金
17110,2017-09-20,10,14,20,21,35,02,05,20,10,14,21,35,05,02,4252044900,201794687,3,10000000,59,154052
17109,2017-09-18,06,09,19,26,34,05,07,34,19,26,06,09,05,07,4242085787,202094126,6,6758620,95,76612
17108,2017-09-16,01,04,15,21,22,04,09,21,22,01,04,15,09,04,4268598635,224635006,3,10000000,49,219374
17107,2017-09-13,04,10,19,25,27,06,12,10,04,25,27,19,06,12,4256486298,203030002,2,10000000,89,91858
17106,2017-09-11,09,12,18,23,29,02,04,09,12,29,23,18,02,04,4239006390,201806989,3,10000000,76,130216
17105,2017-09-09,04,15,22,24,32,02,09,04,32,22,24,15,09,02,4224981559,224525720,2,10000000,42,268351
17104,2017-09-06,09,11,22,27,30,09,11,27,11,22,30,09,09,11,4191982211,200139054,3,9662472,192,36073
17103,2017-09-04,04,19,20,24,29,03,04,24,29,04,19,20,03,04,4188619607,199164249,2,10000000,53,173350
17102,2017-09-02,01,12,23,24,29,08,12,24,01,23,29,12,08,12,4163837398,224707432,2,10000000,55,213587
17101,2017-08-30,05,15,21,25,29,05,08,21,25,15,05,29,05,08,4125812710,200305918,18,5495812,164,31641
17100,2017-08-28,02,05,18,19,31,01,09,18,05,19,31,02,01,09,4228046475,199482458,0,0,71,119712
17099,2017-08-26,08,09,17,18,24,03,07,24,09,18,08,17,07,03,4185748073,221193415,1,10000000,53,184138
17098,2017-08-23,06,09,17,30,35,10,11,35,06,17,09,30,11,10,4147258197,196939620,2,10000000,68,113754
17097,2017-08-21,07,14,19,22,34,07,12,19,22,07,34,14,12,07,4126211909,196473148,1,10000000,76,125007
17096,2017-08-19,03,07,09,17,28,04,12,07,28,09,03,17,04,12,4090375934,208897903,1,10000000,95,107135
17095,2017-08-16,15,32,33,34,35,03,12,32,15,33,34,35,12,03,4049665155,201396755,10,6540496,942,15000
17094,2017-08-14,03,05,08,29,33,04,08,08,33,03,29,05,04,08,4085529699,199415092,4,7965144,97,79496
17093,2017-08-12,05,06,17,21,29,02,04,29,05,21,17,06,02,04,4092641538,221236141,5,9617428,74,145415
17092,2017-08-09,03,07,09,17,34,04,05,03,34,07,09,17,04,05,4088257898,195744671,0,0,47,163459
17091,2017-08-07,01,05,07,16,19,03,12,05,01,19,07,16,03,12,4051343402,195484927,0,0,61,153078
17090,2017-08-05,03,06,15,22,35,09,11,06,03,35,15,22,11,09,4007843515,213149992,1,10000000,48,223443
17089,2017-08-02,03,05,06,15,18,03,10,06,03,18,15,05,10,03,3963658496,195804666,5,7918368,117,63221
17088,2017-07-31,05,28,31,34,35,08,09,34,35,05,28,31,08,09,3970858479,197682581,3,10000000,55,175572
17087,2017-07-29,03,14,21,29,35,02,06,29,14,35,21,03,02,06,3955355946,217653411,1,10000000,66,162144
17086,2017-07-26,12,15,18,22,31,01,08,31,18,22,12,15,08,01,3912253586,197778070,12,6160458,86,98697
17085,2017-07-24,09,13,14,25,30,02,05,30,13,09,25,14,05,02,3965099359,196537555,7,6665765,237,38310
17084,2017-07-22,06,11,14,21,31,09,12,06,21,11,14,31,12,09,3995626666,212546263,0,0,46,233159
17083,2017-07-19,02,05,14,22,34,03,09,22,02,05,14,34,03,09,3942194218,196082394,1,10000000,67,135916
17082,2017-07-17,05,13,20,21,25,08,09,21,05,25,13,20,08,09,3905756158,195165466,2,10000000,42,193952
17081,2017-07-15,02,12,15,20,34,01,06,34,02,12,15,20,01,06,3886662218,214440906,3,10000000,46,230358
17080,2017-07-12,08,10,21,30,31,02,05,30,08,21,10,31,05,02,3863295763,195562828,4,9890573,102,72884
17079,2017-07-10,01,17,19,32,33,02,11,17,19,01,33,32,11,02,3858398294,195650788,8,6846376,101,83791
17078,2017-07-08,04,05,27,31,34,03,06,05,34,27,31,04,03,06,3885958972,215807962,2,10000000,67,159068
17077,2017-07-05,01,03,04,25,31,06,09,03,04,25,31,01,09,06,3854394416,199482288,0,0,54,157657
17076,2017-07-03,02,07,25,30,35,07,12,25,35,02,30,07,07,12,3809067958,200022206,2,10000000,41,224809
17075,2017-07-01,05,11,16,18,35,01,06,35,16,11,18,05,06,01,3798166893,221784822,3,10000000,45,219558
17074,2017-06-28,08,10,11,13,17,08,11,17,11,10,08,13,11,08,3790728402,204843047,0,0,59,159161
17073,2017-06-26,07,18,28,31,33,01,02,31,18,07,33,28,01,02,3744836916,204516994,3,10000000,43,238884
17072,2017-06-24,01,03,29,32,34,02,05,32,01,03,29,34,05,02,3724273122,228833631,1,10000000,33,346418
17071,2017-06-21,01,04,11,14,33,05,07,33,01,14,04,11,07,05,3673649899,210213519,3,10000000,70,136845
17070,2017-06-19,06,16,18,26,30,02,03,26,06,16,18,30,03,02,3663920573,207995131,4,10000000,69,136834
17069,2017-06-17,10,16,20,23,32,08,11,16,32,20,23,10,11,08,3655686532,228473387,2,10000000,66,151488
17068,2017-06-14,07,08,19,24,27,06,07,19,07,24,27,08,07,06,3622286671,209829116,1,10000000,113,64040
17067,2017-06-12,10,17,18,32,35,10,11,17,18,32,10,35,11,10,3602210395,212851692,2,10000000,134,66107
17066,2017-06-10,11,15,23,26,30,02,11,26,15,30,23,11,11,02,3583202521,231593730,4,10000000,77,140834
17065,2017-06-07,05,11,12,19,28,05,12,11,28,12,05,19,12,05,3572736762,213256921,8,7305373,82,106135
17064,2017-06-05,01,08,20,27,30,03,04,08,27,30,20,01,03,04,3591742938,211131212,2,10000000,78,116875
17063,2017-06-03,18,21,22,24,29,05,11,29,21,18,22,24,05,11,3561778733,234932394,11,6287758,281,24867
17062,2017-05-31,01,04,06,08,28,08,12,06,08,01,28,04,12,08,3602783336,214270896,2,10000000,57,191426
17061,2017-05-29,10,19,23,25,30,02,04,23,10,25,19,30,04,02,3568226863,208653050,1,10000000,116,65013
17060,2017-05-27,09,15,20,26,31,05,12,15,20,31,09,26,05,12,3538189538,245007742,14,5957762,187,35879
17059,2017-05-24,08,11,13,15,17,03,10,11,13,17,08,15,03,10,3607004261,223675219,1,10000000,116,85050
17058,2017-05-22,14,18,20,21,28,03,06,20,28,21,14,18,03,06,3565690703,215638058,8,6986731,107,75857
17057,2017-05-20,12,16,19,23,24,02,05,24,19,23,16,12,05,02,3589910730,237458502,9,6930982,60,178244
17056,2017-05-17,01,04,24,27,32,03,10,24,32,01,04,27,10,03,3623470204,217496898,4,10000000,51,193013
17055,2017-05-15,19,20,22,30,33,03,09,22,19,30,20,33,03,09,3614943787,213671196,2,10000000,87,107343
17054,2017-05-13,16,29,30,32,33,04,05,16,30,33,32,29,05,04,3591834048,237276288,9,6945590,67,146223
17053,2017-05-10,06,19,20,22,26,01,11,19,26,20,06,22,01,11,3625148136,218610023,6,8272809,76,127008
17052,2017-05-08,03,19,24,28,33,04,12,24,28,33,19,03,12,04,3631157292,218340582,4,8229327,93,81082
17051,2017-05-06,14,17,18,22,29,10,11,29,22,18,17,14,11,10,3636318978,241560120,1,10000000,81,124003
17050,2017-05-03,12,14,17,20,28,02,06,14,12,17,20,28,02,06,3589897237,218534565,7,7486392,47,200246
17049,2017-05-01,09,12,14,22,31,05,08,09,31,12,22,14,08,05,3606049646,202400371,11,6055761,86,74686
17048,2017-04-29,07,09,13,15,19,03,10,09,07,15,19,13,10,03,3661625450,233285579,4,8580522,112,80226
17047,2017-04-26,15,19,32,33,34,09,12,33,19,34,15,32,12,09,3664460457,216534177,17,5811339,61,142515
17046,2017-04-24,04,17,20,23,30,02,03,23,04,30,17,20,02,03,3769992914,214822695,7,7154756,116,71833
17045,2017-04-22,01,08,11,21,35,09,12,21,08,35,01,11,09,12,3791214185,236182140,2,10000000,58,198950
17044,2017-04-19,11,16,17,18,25,02,09,25,18,11,17,16,02,09,3753218411,219158986,2,10000000,66,142780
17043,2017-04-17,06,13,22,25,35,09,12,25,35,22,13,06,12,09,3726032789,189775514,2,10000000,39,220005
17042,2017-04-15,02,17,31,33,34,01,07,02,34,31,33,17,01,07,3699831558,202920322,3,9501645,74,110653
17041,2017-04-12,02,04,06,25,31,05,09,02,25,31,04,06,09,05,3696768216,187473970,2,10000000,34,288506
17040,2017-04-10,04,06,10,23,29,09,11,04,06,10,29,23,11,09,3682847590,183016793,5,7343490,112,68767
17039,2017-04-08,05,06,14,17,26,03,08,14,17,26,05,06,03,08,3696565737,202116551,1,10000000,182,42579
17038,2017-04-05,04,05,13,18,27,03,09,05,04,27,18,13,03,09,3670337332,183323685,4,8078810,63,120249
17037,2017-04-03,13,15,16,32,34,06,11,15,32,13,34,16,11,06,3676610111,172182359,0,0,172,49161
17036,2017-04-01,01,04,09,18,33,02,05,33,01,09,04,18,05,02,3638673625,207193403,1,10000000,67,146181
17035,2017-03-29,14,17,22,30,33,07,12,17,22,33,14,30,07,12,3606190192,191121882,11,6041708,143,49967
17034,2017-03-27,06,12,21,26,29,02,11,29,12,06,26,21,02,11,3657628827,188394105,2,10000000,58,147755
17033,2017-03-25,15,22,23,25,34,05,11,23,34,15,22,25,05,11,3638317243,206676911,2,10000000,75,119443
17032,2017-03-22,02,13,14,18,29,03,09,29,13,02,18,14,09,03,3612033002,190004398,1,10000000,33,243657
17031,2017-03-20,02,16,17,30,32,02,09,16,02,32,17,30,09,02,3582956408,185528267,5,7864769,77,93890
17030,2017-03-18,21,22,24,29,34,05,06,34,22,21,29,24,06,05,3590538407,203209977,0,0,83,104627
17029,2017-03-15,01,06,14,17,29,01,11,17,06,01,29,14,11,01,3541799422,189003450,0,0,59,163414
17028,2017-03-13,06,18,22,23,33,09,11,23,22,33,18,06,11,09,3490596212,185993221,3,10000000,75,107131
17027,2017-03-11,08,17,25,33,34,03,11,25,34,08,33,17,03,11,3480957577,206383912,5,8569144,124,66308
17026,2017-03-08,10,14,19,25,32,02,07,25,14,32,10,19,02,07,3483244837,186355566,4,9734049,34,262153
17025,2017-03-06,10,16,19,20,34,04,05,34,10,20,16,19,05,04,3479144224,183593080,2,10000000,49,160881
17024,2017-03-04,21,23,29,32,35,11,12,23,32,21,29,35,11,12,3471058022,206593265,3,10000000,73,131828
17023,2017-03-01,05,08,12,24,34,07,10,34,08,12,05,24,07,10,3455027875,183366943,1,10000000,97,72605
17022,2017-02-27,02,03,09,17,24,06,12,24,17,03,09,02,06,12,3427151759,188485187,0,0,39,250053
17021,2017-02-25,01,15,17,20,26,06,08,20,01,17,26,15,06,08,3379016481,201103341,1,10000000,89,92353
17020,2017-02-22,16,21,24,27,28,04,07,27,24,16,28,21,07,04,3350612688,181168570,6,6970810,117,54136
17019,2017-02-20,02,06,14,23,25,02,10,02,23,25,14,06,10,02,3371542925,182158151,11,6272113,57,145860
17018,2017-02-18,06,07,10,17,23,01,09,10,17,07,23,06,09,01,3418876151,200875000,2,10000000,52,173164
17017,2017-02-15,04,19,24,26,29,04,06,19,24,29,26,04,04,06,3392699037,182067186,3,10000000,70,124952
17016,2017-02-13,03,13,28,30,33,09,10,03,30,33,13,28,10,09,3382818218,181455349,3,10000000,84,97252
17015,2017-02-11,01,07,19,27,34,01,02,01,19,34,27,07,01,02,3373917243,196382532,3,10000000,83,112410
17014,2017-02-08,04,08,15,24,25,02,05,04,24,15,08,25,02,05,3358297383,173798704,1,10000000,68,119082
17013,2017-02-06,05,12,17,30,34,11,12,30,17,12,05,34,11,12,3335198533,176214923,1,10000000,43,191627
17012,2017-02-04,04,05,24,26,35,07,12,35,26,05,04,24,07,12,3309200241,199177937,2,10000000,48,188622
17011,2017-01-25,05,15,21,29,34,06,09,29,34,05,15,21,09,06,3296873997,193935932,4,7753983,57,140980
17010,2017-01-23,04,10,13,18,35,01,02,35,10,13,04,18,02,01,3305544582,185249696,7,6781359,42,225866
17009,2017-01-21,05,06,08,12,22,03,04,08,06,12,05,22,03,04,3334512408,203513636,1,10000000,76,123464
17008,2017-01-18,03,04,09,25,32,02,04,25,32,09,04,03,02,04,3299550616,184148162,2,10000000,48,183841
17007,2017-01-16,08,11,17,25,27,02,04,11,17,08,25,27,02,04,3283292218,185767086,3,10000000,54,163945
17006,2017-01-14,04,06,23,32,33,05,06,32,33,06,04,23,05,06,3269026898,206891305,13,6247111,127,63619
17005,2017-01-11,05,09,20,26,35,02,11,35,26,20,05,09,11,02,3313392877,188095935,0,0,72,124767
17004,2017-01-09,05,08,11,28,31,06,07,31,08,11,28,05,06,07,3269100289,186673580,4,8648787,97,73849
17003,2017-01-07,03,05,06,13,22,09,12,05,03,22,13,06,12,09,3270524644,206276983,2,10000000,46,211393
17002,2017-01-04,07,12,14,31,34,09,11,07,34,14,31,12,09,11,3252308112,192781724,1,10000000,112,94533
17001,2017-01-02,07,09,20,31,33,08,10,09,31,33,20,07,08,10,3214884037,186624920,8,6898280,89,81529
16154,2016-12-31,06,16,17,21,29,04,06,06,29,21,16,17,04,06,3235556086,226398958,10,6729997,92,101048
16153,2016-12-28,13,18,25,29,35,03,11,13,25,18,35,29,03,11,3271932474,196228015,0,0,59,160380
16152,2016-12-26,08,17,22,24,30,05,11,08,30,22,17,24,11,05,3224085510,194727932,3,9894220,97,93852
16151,2016-12-24,04,07,11,14,21,05,12,14,11,07,21,04,12,05,3219661079,219111783,5,7764199,101,89308
16150,2016-12-21,01,10,18,24,29,07,10,01,24,18,10,29,10,07,3229738187,188065956,106,5002840,2251,15000
16149,2016-12-19,01,02,03,12,33,04,09,02,03,01,12,33,09,04,3816313703,189963373,2,10000000,96,73600
16148,2016-12-17,05,14,15,23,25,06,08,05,23,25,15,14,06,08,3806985330,210580973,3,10000000,70,136062
16147,2016-12-14,07,19,20,28,30,04,12,20,30,07,19,28,04,12,3791177687,186538144,22,5356179,413,15000
16146,2016-12-12,21,22,25,29,34,01,11,22,25,29,34,21,01,11,3915756735,191944792,4,9377831,56,182464
16145,2016-12-10,01,09,11,17,28,03,08,28,01,11,17,09,03,08,3913126519,209502660,4,8669836,224,24515
16144,2016-12-07,04,05,13,22,31,05,10,13,04,22,05,31,10,05,3914443711,191810527,3,10000000,75,113410
16143,2016-12-05,04,06,22,27,31,06,07,06,22,31,04,27,07,06,3904182884,188839857,3,10000000,59,145073
16142,2016-12-03,01,06,17,23,26,06,12,23,06,01,26,17,12,06,3899078594,208883904,1,10000000,51,206031
16141,2016-11-30,02,06,07,19,28,11,12,28,19,07,06,02,12,11,3857570669,193465971,2,10000000,91,105391
16140,2016-11-28,12,16,23,29,34,04,11,34,29,12,16,23,04,11,3845393921,188081802,9,7220551,121,79106
16139,2016-11-26,13,21,30,31,35,01,08,13,35,30,21,31,01,08,3864958511,200772078,1,10000000,42,225438
16138,2016-11-23,12,13,16,29,35,05,11,13,29,35,12,16,11,05,3826489199,179140283,2,10000000,39,226343
16137,2016-11-21,07,20,23,29,34,02,10,07,34,20,29,23,02,10,3807220445,181006344,2,10000000,63,119261
16136,2016-11-19,05,06,07,19,23,04,11,06,19,05,23,07,04,11,3791740200,204254202,2,10000000,425,15144
16135,2016-11-16,01,10,12,18,35,01,12,12,35,18,01,10,12,01,3770081323,187947049,2,10000000,59,185221
16134,2016-11-14,01,03,31,32,34,02,07,31,32,03,34,01,07,02,3741306383,185722161,3,10000000,53,163435
16133,2016-11-12,01,04,05,23,28,05,09,28,01,04,05,23,05,09,3724999633,203224114,4,8706060,38,238903
16132,2016-11-09,04,18,19,22,35,01,02,35,22,18,04,19,02,01,3726472243,180524624,2,10000000,38,243586
16131,2016-11-07,06,13,25,28,30,02,07,25,30,06,28,13,07,02,3705987913,172418049,6,7083984,89,73205
16130,2016-11-05,11,23,32,33,34,01,12,23,32,34,11,33,12,01,3722891036,200057806,10,7114758,64,147130
16129,2016-11-02,07,08,19,30,35,08,09,08,30,07,19,35,08,09,3745975912,180262598,3,9693425,91,86455
16128,2016-10-31,17,20,22,30,33,07,08,33,20,30,17,22,08,07,3742471490,178307590,5,8206736,87,86762
16127,2016-10-29,01,05,15,24,26,09,10,15,26,05,24,01,10,09,3747064984,192473077,2,10000000,28,368223
16126,2016-10-26,11,13,16,19,24,06,08,16,11,24,19,13,08,06,3727343868,176733833,4,8943883,47,171203
16125,2016-10-24,06,07,08,28,30,01,02,30,28,06,07,08,02,01,3727254222,179128075,1,10000000,76,105159
16124,2016-10-22,04,13,24,26,29,08,11,29,13,04,24,26,08,11,3693174707,191410193,0,0,36,233216
16123,2016-10-19,04,05,13,20,32,01,10,13,05,04,20,32,01,10,3651778795,179976965,0,0,74,139892
16122,2016-10-17,01,03,12,14,29,02,06,12,01,29,03,14,06,02,3603748957,178700027,0,0,39,229813
16121,2016-10-15,04,05,08,15,20,01,06,08,15,04,05,20,06,01,3559509834,196550154,5,8110981,67,128067
16120,2016-10-12,03,10,20,32,34,04,07,34,20,10,32,03,07,04,3565337019,177521772,5,8218445,45,170108
16119,2016-10-10,02,03,09,21,22,05,10,03,02,09,21,22,10,05,3569855994,175765163,4,8573445,98,87730
16118,2016-10-08,12,15,18,24,29,03,11,24,15,12,29,18,11,03,3571935089,195629351,2,10000000,123,65868
16117,2016-10-05,03,09,14,16,23,02,09,14,03,23,16,09,02,09,3557096623,159626154,5,7676957,36,200413
16116,2016-10-03,04,06,08,19,34,10,12,04,06,08,19,34,10,12,3566017216,157717027,2,10000000,22,357126
16115,2016-10-01,01,04,15,31,34,02,11,01,04,15,31,34,02,11,3547923720,188778020,0,0,43,229239
16114,2016-09-28,16,17,20,32,33,03,07,33,20,16,32,17,03,07,3502839877,173340048,6,7458089,32,240465
16113,2016-09-26,10,11,17,30,34,03,12,34,17,10,11,30,03,12,3515191923,177637883,3,10000000,56,149794
16112,2016-09-24,07,22,23,31,32,04,05,22,23,32,07,31,04,05,3502750201,199351193,1,10000000,64,130955
16111,2016-09-21,04,09,22,26,27,02,12,27,09,22,04,26,12,02,3467679525,181731808,1,10000000,92,86588
16110,2016-09-19,07,20,21,23,30,07,10,20,21,30,07,23,10,07,3442910758,179311987,8,6772123,72,92985
16109,2016-09-17,03,25,28,31,34,11,12,28,31,34,03,25,11,12,3466514047,193626665,2,10000000,50,198739
16108,2016-09-14,10,17,22,23,25,07,09,23,17,25,10,22,07,09,3437657318,173106306,7,6542310,104,50797
16107,2016-09-12,02,06,19,24,26,04,06,24,06,02,26,19,04,06,3462561196,174509999,7,6607125,44,175322
16106,2016-09-10,03,21,30,33,35,01,04,33,30,03,35,21,01,04,3493879603,191510252,6,7312443,139,52781
16105,2016-09-07,08,11,31,34,35,01,02,11,34,35,31,08,01,02,3509923337,175645150,1,10000000,55,173380
16104,2016-09-05,01,20,22,23,30,06,07,23,01,30,20,22,06,07,3475855899,176312231,3,10000000,46,196336
16103,2016-09-03,05,14,20,23,29,03,11,20,29,23,14,05,03,11,3461843842,196977631,3,10000000,76,107797
16102,2016-08-31,03,05,06,34,35,03,12,05,03,06,35,34,03,12,3449353717,177794219,0,0,55,155538
16101,2016-08-29,04,06,28,33,35,07,12,28,35,06,33,04,12,07,3405154941,176690621,1,10000000,24,379420
16100,2016-08-27,08,12,19,26,30,02,12,12,19,08,26,30,12,02,3372470173,194558808,1,10000000,145,67260
16099,2016-08-24,03,04,12,14,27,01,05,04,03,14,27,12,01,05,3337125371,176499869,1,10000000,41,229363
16098,2016-08-22,08,09,11,20,29,04,05,11,09,08,20,29,04,05,3309928561,174126611,4,7630986,101,56705
16097,2016-08-20,06,08,18,31,33,10,12,06,33,31,08,18,10,12,3318516210,194470665,1,10000000,55,182570
16096,2016-08-17,01,06,08,12,21,05,10,12,08,06,21,01,05,10,3279830818,176201944,5,7280272,63,123759
16095,2016-08-15,08,12,18,19,21,03,06,18,12,21,19,08,06,03,3296613494,172149445,2,9779074,93,71663
16094,2016-08-13,01,14,16,17,18,05,07,16,14,17,18,01,05,07,3293149626,193668600,7,7651464,47,180781
16093,2016-08-10,01,08,14,30,35,06,07,30,14,08,01,35,06,07,3305502727,174774485,5,8033290,104,68481
16092,2016-08-08,02,13,31,33,34,07,11,34,31,33,13,02,07,11,3311199962,175425164,2,10000000,44,172219
16091,2016-08-06,08,13,17,21,22,02,08,13,21,22,08,17,02,08,3290154296,194108585,3,10000000,43,193067
16090,2016-08-03,04,06,08,28,32,07,12,32,04,28,06,08,12,07,3277357768,177705779,1,10000000,40,228071
16089,2016-08-01,07,14,17,28,34,07,10,28,07,17,34,14,07,10,3245924700,173986818,0,0,57,143575
16088,2016-07-30,04,06,17,21,30,06,11,06,17,30,21,04,11,06,3206441463,191906681,1,10000000,52,157378
16087,2016-07-27,03,16,17,23,25,07,09,03,25,17,16,23,07,09,3178408229,173941407,2,10000000,57,138645
16086,2016-07-25,03,05,22,25,30,07,09,25,05,03,22,30,07,09,3165240870,170252092,2,10000000,45,163813
16085,2016-07-23,14,15,27,31,32,01,07,27,31,32,14,15,07,01,3154382762,188292705,47,5355451,97,76135
16084,2016-07-20,08,12,15,26,35,01,08,15,26,35,08,12,08,01,3379034576,168397590,0,0,35,244199
16083,2016-07-18,01,05,09,33,35,01,05,01,35,33,09,05,01,05,3337317109,172863465,6,7073427,87,71429
16082,2016-07-16,03,08,23,28,29,02,07,08,23,03,29,28,07,02,3354316977,189939641,6,7670901,76,102289
16081,2016-07-13,06,07,18,21,33,03,08,18,21,06,07,33,08,03,3364881401,171324058,1,10000000,75,94118
16080,2016-07-11,15,20,29,30,33,07,12,33,30,15,20,29,12,07,3336763346,173241722,4,9120909,54,133795
16079,2016-07-09,07,14,15,20,27,05,10,14,20,15,07,27,10,05,3335784172,192640889,2,10000000,61,145812
16078,2016-07-06,07,18,29,31,35,05,11,31,18,29,07,35,05,11,3316339129,176031216,1,10000000,48,150604
16077,2016-07-04,09,11,14,16,35,02,05,16,35,14,09,11,05,02,3290546304,174576074,1,10000000,24,362071
16076,2016-07-02,03,08,10,17,31,05,06,08,31,03,10,17,05,06,3259813305,196154295,4,9767946,51,173379
16075,2016-06-29,03,07,17,22,31,08,12,03,07,17,22,31,08,12,3255540118,176883798,4,9256229,54,163291
16074,2016-06-27,01,05,07,11,14,03,08,05,14,01,11,07,08,03,3253621821,175722061,0,0,29,308116
16073,2016-06-25,07,14,17,24,27,08,10,24,14,17,27,07,08,10,3212539589,194352348,9,6617923,216,35457
16072,2016-06-22,16,20,24,26,31,04,09,20,31,26,16,24,09,04,3244300482,175717401,2,10000000,37,196081
16071,2016-06-20,08,15,19,20,33,07,12,15,20,19,33,08,07,12,3228188881,175417801,0,0,85,90176
16070,2016-06-18,02,09,13,19,23,05,07,09,23,02,13,19,07,05,3188361100,197159296,2,10000000,57,154856
16069,2016-06-15,14,17,19,23,30,02,09,17,19,14,30,23,09,02,3168678368,178476614,0,0,43,172894
16068,2016-06-13,05,07,22,26,34,07,12,22,26,05,34,07,12,07,3130353378,177410817,2,10000000,73,105067
16067,2016-06-11,02,08,11,13,19,02,08,02,19,11,13,08,02,08,3112353931,193116655,7,6834426,61,118226
16066,2016-06-08,10,28,29,31,33,05,11,29,31,28,33,10,11,05,3134209189,174801414,2,10000000,46,218229
16065,2016-06-06,01,09,18,22,24,11,12,18,01,24,22,09,11,12,3110745172,181371568,2,10000000,38,225905
16064,2016-06-04,01,02,10,18,35,05,11,02,01,18,35,10,05,11,3091375735,203000672,1,10000000,81,118266
16063,2016-06-01,08,12,22,27,35,05,09,35,22,12,27,08,09,05,3048747028,183210569,14,5840860,64,124023
16062,2016-05-30,02,10,14,15,35,01,09,14,35,02,15,10,01,09,3132059059,188425995,1,10000000,68,135737
16061,2016-05-28,09,15,17,21,23,07,12,23,21,15,09,17,12,07,3093759024,215033704,3,13333333,52,192296
16060,2016-05-25,02,06,22,27,34,08,11,22,34,02,27,06,11,08,3077037661,196515573,1,15000000,22,400797
16059,2016-05-23,02,10,27,28,33,05,07,33,02,28,10,27,05,07,3043271917,202819144,2,15000000,61,143169
16058,2016-05-21,02,15,17,23,28,05,09,23,28,15,02,17,09,05,3014713549,229058692,4,11654117,41,250353
16057,2016-05-18,08,17,19,23,30,03,08,17,30,23,08,19,03,08,3009402657,213023494,7,9768594,93,89132
16056,2016-05-16,10,12,14,31,35,04,05,12,35,10,14,31,04,05,3032443827,210790992,3,15000000,86,99307
16055,2016-05-14,06,21,27,30,34,04,09,21,34,06,30,27,04,09,3015190001,226059390,1,15000000,52,158077
16054,2016-05-11,02,05,09,21,30,06,07,05,30,09,21,02,06,07,2979083994,205932685,1,15000000,58,141766
16053,2016-05-09,04,13,15,30,35,03,05,13,30,35,04,15,05,03,2944900065,201842185,0,0,36,232271
16052,2016-05-07,08,14,19,20,33,10,11,14,33,19,20,08,11,10,2899026352,223301686,3,14927164,166,52598
16051,2016-05-04,16,21,23,24,32,07,08,21,24,23,16,32,07,08,2893688412,207454874,1,15000000,26,321949
16050,2016-05-02,07,17,21,29,35,04,05,17,21,35,29,07,05,04,2861932628,188690604,0,0,41,199431
16049,2016-04-30,03,04,05,27,33,04,09,05,33,03,04,27,09,04,2815398495,225571411,3,12777777,31,309766
16048,2016-04-27,04,12,17,25,27,04,10,12,25,17,27,04,10,04,2796673004,211943223,7,8182563,364,15478
16047,2016-04-25,02,03,23,29,32,05,09,23,03,29,32,02,09,05,2818458597,209248189,2,15000000,63,151835
16046,2016-04-23,03,19,22,32,34,08,12,19,22,34,03,32,12,08,2802250699,234063155,1,15000000,51,210082
16045,2016-04-20,07,11,25,30,33,02,08,30,33,25,07,11,02,08,2751851987,208877948,2,15000000,79,84640
16044,2016-04-18,01,06,10,20,31,05,11,20,10,01,31,06,11,05,2741738778,209144746,1,15000000,38,220169
16043,2016-04-16,01,09,16,33,34,09,12,16,09,33,01,34,09,12,2702567559,228715316,2,15000000,55,200654
16042,2016-04-13,02,06,08,19,24,01,06,24,06,19,02,08,06,01,2664544915,214155413,6,8767057,34,306819
16041,2016-04-11,12,23,24,27,34,03,06,27,24,23,34,12,03,06,2665901627,181468695,4,8286971,57,142554
16040,2016-04-09,20,22,29,30,35,01,06,35,29,20,22,30,06,01,2670147850,195762857,2,10000000,98,98591
16039,2016-04-06,01,08,16,22,28,04,05,01,28,22,16,08,04,05,2644960121,175964032,1,10000000,128,56639
16038,2016-04-04,03,07,09,15,33,05,12,33,03,15,09,07,12,05,2619796551,162789486,1,10000000,28,290425
16037,2016-04-02,03,05,13,24,34,03,05,13,34,05,24,03,03,05,2591557138,190154993,4,9893072,39,250605
16036,2016-03-30,07,15,26,30,31,03,06,26,07,30,15,31,03,06,2586646951,178303412,2,10000000,65,111495
16035,2016-03-28,17,22,24,25,29,09,12,22,17,29,25,24,09,12,2569760622,176183863,0,0,33,269315
16034,2016-03-26,14,18,31,32,35,09,10,31,18,32,35,14,10,09,2529363336,196686078,3,10000000,38,263586
16033,2016-03-23,03,14,15,31,35,09,10,14,15,31,35,03,10,09,2511698040,176664030,2,10000000,54,147384
16032,2016-03-21,05,09,14,20,33,05,12,33,09,14,20,05,12,05,2493009722,177132305,2,10000000,57,161918
16031,2016-03-19,03,14,24,27,29,04,11,24,03,27,14,29,11,04,2476910786,199452289,3,10000000,65,157334
16030,2016-03-16,10,19,21,29,33,04,06,21,29,19,33,10,06,04,2465972725,177689118,5,7316928,66,117400
16029,2016-03-14,20,26,27,29,32,05,12,26,27,32,29,20,12,05,2479920749,171706268,3,8208990,46,119796
16028,2016-03-12,13,18,20,23,31,03,06,13,31,18,23,20,06,03,2483217739,189419722,2,10000000,37,212750
16027,2016-03-09,06,11,13,15,28,02,06,11,13,15,06,28,06,02,2463504249,165730671,1,10000000,39,200386
16026,2016-03-07,02,06,29,30,34,01,07,34,02,06,30,29,07,01,2437434650,172906063,2,10000000,33,286308
