期号,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2,后区出球顺序1,后区出球顺序2,前区出球顺序1,前区出球顺序2,前区出球顺序3,前区出球顺序4,前区出球顺序5,奖池余额,本期销量,一等奖注数,一等奖单注奖金,二等奖注数,二等奖单注奖金
25017,2025-02-19,10,12,26,28,31,03,10,28,31,26,10,12,03,10,1260507193,288044955,1,10000000,93,144416
25016,2025-02-17,05,07,12,20,29,08,12,05,29,07,20,12,12,08,1212239218,288272949,12,6900770,157,87391
25015,2025-02-15,07,10,24,31,35,01,08,24,31,07,10,35,08,01,1290950588,314676590,4,10000000,84,178523
25014,2025-02-12,05,19,22,29,35,02,10,29,05,19,22,35,10,02,1278086019,289867311,4,10000000,128,106474
25013,2025-02-10,14,16,18,20,35,02,05,14,20,18,35,16,02,05,1260404089,289136668,5,10000000,81,201895
25012,2025-02-08,02,18,19,21,25,02,11,25,02,21,19,18,02,11,1240397718,358739098,2,10000000,97,183282
25011,2025-01-25,03,06,07,11,27,02,08,07,11,06,27,03,02,08,1183329141,373437138,5,9667253,163,65086
25010,2025-01-22,05,21,28,30,32,07,12,32,28,21,05,30,07,12,1197169901,314170042,6,10000000,86,171799
25009,2025-01-20,03,19,21,30,32,06,09,21,30,03,32,19,06,09,1207630140,308814993,5,10000000,126,108815
25008,2025-01-18,01,05,07,13,35,05,12,07,13,01,35,05,05,12,1208994728,336989378,7,10000000,132,94439
25007,2025-01-15,15,22,23,25,31,01,09,15,22,31,23,25,01,09,1221403982,311942681,1,10000000,70,271022
25006,2025-01-13,03,04,13,19,35,03,10,03,35,04,13,19,10,03,1157222668,315397229,4,10000000,104,141473
25005,2025-01-11,05,06,08,31,32,09,11,06,32,05,08,31,09,11,1135025880,313119385,4,9839697,212,54953
25004,2025-01-08,02,05,09,13,33,01,07,09,13,33,02,05,07,01,1149680405,294103605,3,10000000,102,138323
25003,2025-01-06,10,25,30,32,34,04,10,10,30,25,34,32,10,04,1125887685,302634553,1,10000000,46,385970
25002,2025-01-04,19,21,22,28,32,06,09,19,21,28,32,22,06,09,1059802299,328380460,7,8977032,90,140909
25001,2025-01-01,05,08,16,17,27,04,07,16,17,27,08,05,07,04,1083648909,300925149,12,7654708,162,62463
24152,2024-12-30,01,02,07,08,31,02,10,07,01,02,31,08,10,02,1125809265,303398169,3,10000000,145,113095
24151,2024-12-28,05,12,17,19,35,10,11,12,17,05,19,35,10,11,1100535289,315044922,5,10000000,109,146038
24150,2024-12-25,04,11,23,25,34,05,07,04,34,23,11,25,05,07,1082499928,294938543,2,10000000,146,85346
24149,2024-12-23,02,05,16,18,22,07,09,22,02,16,05,18,09,07,1046459747,293475449,3,10000000,108,110866
24148,2024-12-21,06,09,20,32,35,08,11,32,20,09,06,35,08,11,1027404435,319089575,2,10000000,119,109466
24147,2024-12-18,12,18,21,22,31,01,07,22,31,12,21,18,01,07,981658901,297698975,0,0,75,223695
24146,2024-12-16,05,20,21,22,32,03,04,20,21,22,05,32,03,04,912659139,296215559,6,9555674,125,106831
24145,2024-12-14,01,06,09,22,24,01,03,22,01,09,24,06,01,03,931270188,320626163,4,10000000,95,174535
24144,2024-12-11,06,07,08,21,30,01,05,30,08,06,07,21,01,05,901592546,298735511,4,10000000,119,119813
24143,2024-12-09,16,20,22,24,31,04,05,24,22,16,20,31,05,04,887487585,299228472,6,9370240,144,80121
24142,2024-12-07,08,21,24,33,34,03,10,21,24,33,08,34,10,03,908929975,327282822,13,6849783,88,112528
24141,2024-12-04,02,06,07,16,20,02,11,07,16,02,20,06,02,11,966806148,302351348,7,8545200,154,71205
24140,2024-12-02,03,06,15,23,31,01,12,23,03,15,06,31,01,12,992732460,313586274,4,10000000,112,128171
24139,2024-11-30,05,12,20,23,24,05,07,24,20,23,12,05,07,05,965113949,346398503,9,8236640,160,105433
24138,2024-11-27,05,17,20,28,34,04,09,17,20,28,34,05,09,04,1009101191,314640260,3,10000000,79,190337
24137,2024-11-25,08,15,16,17,21,02,05,16,17,21,15,08,05,02,987311038,314223012,3,10000000,119,104452
24136,2024-11-23,01,17,20,29,34,07,08,29,17,01,34,20,08,07,975020596,339548742,1,10000000,105,165661
24135,2024-11-20,06,08,22,24,30,03,08,06,24,08,30,22,03,08,908783183,312278951,11,7341497,290,39797
24134,2024-11-18,01,04,07,13,33,05,06,04,13,01,07,33,05,06,961163598,315446181,4,10000000,123,112009
24133,2024-11-16,08,10,14,22,29,04,06,10,08,22,29,14,04,06,939926813,340137954,6,10000000,105,148951
24132,2024-11-13,05,06,10,16,31,06,09,06,10,31,16,05,09,06,940646991,313339293,6,9953712,86,140888
24131,2024-11-11,02,03,04,21,26,02,03,02,03,04,21,26,02,03,955783254,314078746,10,8892360,86,181338
24130,2024-11-09,11,21,25,31,32,04,10,32,31,25,21,11,10,04,986242258,324915160,6,10000000,113,132321
24129,2024-11-06,07,19,30,31,34,05,07,31,19,34,30,07,05,07,998345494,293942499,3,10000000,78,181532
24128,2024-11-04,03,07,10,29,31,01,03,03,29,31,10,07,01,03,966301155,295772015,2,10000000,75,214022
24127,2024-11-02,02,03,10,16,28,07,10,28,03,10,02,16,07,10,924642774,320316369,4,10000000,146,107175
24126,2024-10-30,02,10,17,28,34,07,08,02,10,34,28,17,08,07,905005034,294045224,5,10000000,112,122664
24125,2024-10-28,10,14,19,24,26,01,10,10,24,26,14,19,01,10,892379302,287673530,3,10000000,77,202295
24124,2024-10-26,02,03,07,10,25,01,11,10,03,25,02,07,01,11,858545810,305128586,5,10000000,93,148884
24123,2024-10-23,03,09,16,30,31,08,09,09,16,30,31,03,09,08,852251926,283405074,7,9140228,200,53660
24122,2024-10-21,05,06,09,15,17,03,10,09,15,06,17,05,03,10,873167406,280871730,2,10000000,163,67642
24121,2024-10-19,07,15,18,24,33,04,05,24,33,15,07,18,05,04,853826236,292563058,12,7033857,168,76309
24120,2024-10-16,04,12,17,23,27,02,08,12,27,04,23,17,08,02,921780534,280844941,7,9594830,146,82997
24119,2024-10-14,06,12,28,30,33,02,07,33,30,06,28,12,07,02,940710313,278151059,7,9881541,71,174879
24118,2024-10-12,01,03,09,16,19,05,11,09,16,01,19,03,05,11,958387739,300619285,15,6673506,351,24262
24117,2024-10-09,02,10,22,26,28,02,04,02,28,26,22,10,02,04,1025830819,279087954,4,9706493,177,61759
24116,2024-10-07,01,03,06,16,25,01,11,03,01,25,06,16,11,01,1040962747,263019108,1,10000000,66,203919
24115,2024-10-05,03,04,12,19,24,08,12,03,12,19,04,24,12,08,988785696,243348471,8,7465766,128,95071
24114,2024-09-30,12,27,30,34,35,05,11,30,34,27,12,35,05,11,1038006419,290854587,3,10000000,77,190925
24113,2024-09-28,16,18,25,26,33,04,08,16,33,18,25,26,08,04,1008302191,317006955,5,10000000,122,90958
24112,2024-09-25,05,15,24,31,34,03,10,15,31,24,05,34,10,03,1014832820,283593275,1,10000000,81,157205
24111,2024-09-23,03,09,19,27,30,07,11,09,03,27,30,19,11,07,966755237,280484335,15,6071953,249,32920
24110,2024-09-21,01,07,08,18,28,04,12,28,01,18,08,07,04,12,1060908945,307601707,2,10000000,191,53245
24109,2024-09-18,12,23,26,27,28,03,11,28,23,27,26,12,03,11,1040316851,282500167,3,10000000,96,144071
24108,2024-09-16,16,17,21,31,34,03,08,21,31,34,16,17,03,08,1012698647,270720268,7,9949930,37,391432
24107,2024-09-14,06,14,16,18,34,03,10,34,16,18,06,14,03,10,1030077351,303292855,4,10000000,135,106428
24106,2024-09-11,05,11,19,22,29,02,12,05,22,29,19,11,02,12,1014306626,283352466,9,7381712,160,71734
24105,2024-09-09,14,20,21,28,32,09,11,32,14,20,21,28,09,11,1064900748,281222334,2,10000000,70,217870
24104,2024-09-07,01,04,09,13,17,06,09,01,09,04,13,17,09,06,1026470045,303918306,3,10000000,105,128495
24103,2024-09-04,19,21,29,32,33,06,08,29,19,21,33,32,06,08,1003149772,285358461,5,10000000,76,183185
24102,2024-09-02,01,05,09,14,20,05,11,14,20,01,09,05,05,11,991319514,286610488,2,10000000,150,78865
24101,2024-08-31,16,19,22,27,35,06,10,27,16,22,35,19,06,10,960205928,296382861,0,0,63,240725
24100,2024-08-28,02,12,19,22,32,05,11,02,19,22,12,32,11,05,894146459,278077493,6,9951022,144,89979
24099,2024-08-26,04,10,24,31,35,05,08,04,31,10,24,35,08,05,911074907,276604624,4,10000000,36,386908
24098,2024-08-24,03,10,15,19,29,09,10,10,29,15,03,19,09,10,904522393,298358972,6,9380836,135,88093
24097,2024-08-21,07,11,12,14,19,02,08,14,12,19,07,11,02,08,925914937,275862263,5,10000000,76,148425
24096,2024-08-19,02,03,23,27,31,01,10,31,02,03,23,27,01,10,928765334,274611467,5,10000000,123,110523
24095,2024-08-17,01,07,19,26,27,03,05,01,27,07,19,26,05,03,942654791,292394451,3,10000000,98,114170
24094,2024-08-14,12,13,24,29,31,02,08,31,12,29,24,13,08,02,921004006,268381009,6,10000000,93,149808
24093,2024-08-12,16,24,26,28,29,08,12,16,29,28,26,24,08,12,933160955,267469695,2,10000000,73,160783
24092,2024-08-10,02,04,25,26,31,01,06,25,02,26,31,04,01,06,896954081,291452049,2,10000000,89,161478
24091,2024-08-07,01,08,11,17,21,01,02,21,08,01,11,17,02,01,853175802,275909984,7,9748244,99,129951
24090,2024-08-05,02,03,06,28,33,07,11,33,02,06,28,03,11,07,871435469,272808891,6,10000000,82,180349
24089,2024-08-03,05,06,29,30,34,07,08,34,05,29,30,06,08,07,883749233,295210405,9,7163757,127,78297
24088,2024-07-31,01,02,23,28,32,03,05,23,01,02,32,28,03,05,936027718,275758279,1,10000000,47,283766
24087,2024-07-29,07,10,20,28,34,05,10,28,34,20,07,10,05,10,878620335,270914474,5,9672418,75,155962
24086,2024-07-27,11,12,14,22,28,07,11,11,14,22,28,12,07,11,894351076,289812124,4,10000000,85,144025
24085,2024-07-24,02,09,16,29,35,01,06,09,29,35,16,02,01,06,884649054,272997715,2,10000000,133,100556
24084,2024-07-22,04,11,16,17,23,05,10,11,17,04,23,16,10,05,843256869,273725306,7,9606887,69,179261
24083,2024-07-20,09,11,12,13,30,07,09,11,13,12,09,30,09,07,862133985,286958348,30,5386805,230,24313
24082,2024-07-17,08,21,23,24,26,04,05,26,08,21,24,23,04,05,1063036330,267432531,3,10000000,211,69411
24081,2024-07-15,14,15,25,27,34,01,10,34,27,15,25,14,01,10,1046747917,272829311,3,10000000,80,175312
24080,2024-07-13,03,05,24,27,28,09,11,27,24,28,03,05,09,11,1020105407,291094012,3,10000000,69,220379
24079,2024-07-10,03,08,17,18,23,06,11,08,23,03,18,17,11,06,991691070,268730382,6,9403336,158,62028
24078,2024-07-08,05,07,10,14,15,04,07,10,07,05,15,14,07,04,1008923163,268900803,6,8221379,115,87283
24077,2024-07-06,01,03,25,26,29,06,12,29,26,03,01,25,12,06,1038326614,290800928,3,10000000,89,156312
24076,2024-07-03,01,06,22,27,35,07,12,22,35,27,06,01,07,12,1020815446,267258235,5,10000000,86,125651
24075,2024-07-01,08,17,26,28,32,01,10,26,32,28,17,08,10,01,1018960254,271990488,2,10000000,71,179582
24074,2024-06-29,02,10,11,21,27,09,11,11,21,10,02,27,11,09,982548557,299903507,5,10000000,149,89477
24073,2024-06-26,07,09,12,21,23,05,09,12,07,23,21,09,05,09,975514513,274592514,5,10000000,144,73811
24072,2024-06-24,04,17,21,23,32,01,06,21,23,17,04,32,01,06,983268733,277834690,0,0,50,299976
24071,2024-06-22,06,10,15,34,35,02,10,35,06,34,10,15,10,02,915626815,299309419,1,10000000,73,208366
24070,2024-06-19,04,20,21,32,34,02,09,21,04,20,34,32,02,09,853967599,285815574,5,10000000,71,191527
24069,2024-06-17,07,09,16,20,24,03,07,16,07,20,09,24,07,03,861827969,283229251,4,10000000,209,46671
24068,2024-06-15,15,20,31,32,33,05,10,33,32,15,20,31,05,10,856579360,309548443,8,8633190,93,143076
24067,2024-06-12,03,11,14,20,22,06,09,20,03,14,11,22,06,09,887419661,284089108,6,8434472,216,44822
24066,2024-06-10,13,19,20,24,25,06,07,25,24,13,20,19,06,07,913263901,273100690,5,10000000,153,73056
24065,2024-06-08,05,10,18,26,27,03,06,10,18,26,27,05,03,06,921687696,309719434,11,8094947,360,41325
24064,2024-06-05,05,12,21,32,33,08,09,21,32,05,12,33,09,08,962849743,288277616,6,10000000,121,109189
24063,2024-06-03,07,12,16,33,34,01,03,12,33,07,16,34,03,01,973735264,292831289,10,7845807,52,290678
24062,2024-06-01,05,14,15,16,33,03,05,16,33,14,15,05,03,05,1026874292,315884493,4,10000000,78,187908
24061,2024-05-29,01,12,19,31,33,05,08,31,19,12,01,33,08,05,1010655904,299445616,2,10000000,70,191462
24060,2024-05-27,03,21,25,28,30,01,12,30,21,25,28,03,12,01,972277348,296628686,2,10000000,67,249663
24059,2024-05-25,17,18,20,25,31,03,12,25,20,17,18,31,12,03,931975708,324880212,2,10000000,79,210693
24058,2024-05-22,06,10,13,20,32,01,02,20,32,10,06,13,01,02,870850888,309602010,0,0,80,194302
24057,2024-05-20,09,25,30,33,34,03,09,25,30,34,09,33,03,09,800308581,318410232,13,8286191,64,226747
24056,2024-05-18,16,17,18,27,35,06,12,18,17,35,27,16,06,12,843912893,336018142,6,9728340,120,109224
24055,2024-05-15,07,17,22,30,34,05,07,22,34,30,07,17,05,07,863670781,317431264,3,10000000,62,221453
24054,2024-05-13,05,06,09,11,22,01,03,22,09,05,06,11,01,03,832891426,320575371,5,10000000,176,76457
24053,2024-05-11,01,07,19,20,35,03,09,19,07,35,20,01,09,03,830363706,336156975,14,7105231,293,37147
24052,2024-05-08,02,03,13,22,34,04,08,03,22,13,02,34,04,08,889972405,310107521,3,10000000,84,167577
24051,2024-05-06,05,21,22,23,29,01,02,05,23,29,22,21,02,01,873151022,315085775,2,10000000,84,178405
24050,2024-05-04,03,04,14,18,26,07,09,26,18,14,04,03,09,07,815223577,317239170,5,7763994,165,68402
24049,2024-05-01,04,06,09,10,22,01,08,06,09,04,22,10,01,08,797733182,314130981,4,7782365,92,136026
24048,2024-04-29,12,18,21,26,28,08,09,26,18,28,21,12,09,08,778092485,334634953,6,6699387,116,95120
24047,2024-04-27,11,19,21,26,35,10,11,21,19,11,35,26,11,10,778752831,359497689,1,10000000,140,102166
24046,2024-04-24,06,12,17,29,30,07,11,06,12,30,17,29,11,07,719960456,339369342,21,6357343,171,68859
24045,2024-04-22,09,10,14,31,32,03,08,32,09,31,10,14,08,03,849701016,340035744,11,7959250,245,53044
24044,2024-04-20,03,13,15,17,22,06,10,17,15,03,22,13,06,10,899843308,363290238,7,10000000,71,234449
24043,2024-04-17,03,04,08,14,27,05,07,08,04,03,14,27,07,05,913546495,337646989,5,10000000,93,149543
24042,2024-04-15,01,08,15,23,35,05,12,35,08,15,23,01,05,12,922909347,347841577,3,10000000,84,207584
24041,2024-04-13,06,08,14,16,28,03,05,08,16,28,14,06,03,05,876124218,370223535,10,9149915,166,89598
24040,2024-04-10,05,12,16,29,30,03,06,05,29,30,12,16,03,06,907166366,350033896,7,9689751,123,114513
24039,2024-04-08,03,10,11,20,22,06,10,03,20,11,10,22,10,06,931378506,349193612,5,10000000,133,113233
24038,2024-04-06,15,22,24,25,29,01,05,25,15,29,22,24,01,05,911253519,364876225,7,10000000,85,209195
24037,2024-04-03,17,19,20,29,35,07,11,17,35,29,19,20,07,11,927354950,343086982,5,10000000,62,215860
24036,2024-04-01,02,05,11,32,34,06,10,02,11,05,34,32,10,06,918965534,353073460,5,10000000,77,203395
24035,2024-03-30,05,13,17,29,33,05,12,17,29,05,33,13,12,05,926324125,382184067,5,10000000,85,212457
24034,2024-03-27,23,26,27,29,33,05,08,29,26,27,33,23,05,08,912961631,359904179,5,10000000,101,135025
24033,2024-03-25,04,08,10,11,15,07,09,10,11,15,04,08,09,07,921716263,356750334,3,10000000,93,155489
24032,2024-03-23,05,15,26,33,35,01,09,05,26,33,35,15,09,01,891308930,390395258,4,10000000,84,196472
24031,2024-03-20,09,12,15,30,34,05,06,15,34,09,30,12,06,05,863917070,372883742,2,10000000,63,315168
24030,2024-03-18,08,09,11,19,30,06,12,08,11,09,19,30,06,12,802701826,368415603,5,10000000,173,76092
24029,2024-03-16,04,19,24,28,34,04,05,19,24,28,34,04,05,04,815798946,321907209,3,8132033,108,135996
24028,2024-03-13,13,18,20,26,28,04,08,20,18,28,26,13,04,08,793751297,290304264,7,6557970,94,114840
24027,2024-03-11,08,09,16,22,23,07,09,16,08,22,23,09,09,07,797510013,294174414,11,6990402,130,74810
24026,2024-03-09,01,18,21,26,33,02,12,21,33,01,26,18,12,02,855790631,309482982,2,10000000,37,460501
24025,2024-03-06,01,02,08,18,27,04,08,02,01,18,08,27,04,08,803788990,287737493,1,10000000,161,71434
24024,2024-03-04,03,05,12,17,26,01,12,17,12,26,05,03,01,12,755385806,288745840,3,8798252,131,92413
24023,2024-03-02,08,10,12,14,22,05,09,12,14,08,10,22,05,09,732529067,310377214,6,7312943,120,103144
24022,2024-02-28,07,09,11,31,32,04,08,09,31,07,11,32,04,08,722283850,285993558,5,7000760,169,51763
24021,2024-02-26,01,12,16,20,28,07,09,12,16,28,01,20,07,09,717631060,282070714,21,5982202,101,117627
24020,2024-02-24,02,04,08,19,26,02,06,04,08,02,19,26,02,06,878719861,294279472,4,10000000,135,84829
24019,2024-02-21,19,20,26,29,30,03,04,26,19,20,29,30,03,04,871199740,269021669,6,8217484,130,80002
24018,2024-02-19,04,12,19,25,27,01,09,19,04,27,25,12,01,09,900623259,298212980,6,10000000,119,117921
24017,2024-02-07,03,07,25,27,35,01,04,25,03,27,35,07,04,01,914830111,347010224,0,0,105,181062
24016,2024-02-05,15,18,25,27,29,06,11,15,29,18,25,27,06,11,836640938,291609488,4,10000000,89,168713
24015,2024-02-03,08,11,14,24,31,05,06,08,24,31,14,11,05,06,832704685,293435107,15,6784841,149,73321
24014,2024-01-31,04,05,16,21,31,09,11,21,31,16,04,05,09,11,899112802,277054139,3,10000000,108,128779
24013,2024-01-29,05,22,25,28,30,03,12,05,22,25,30,28,03,12,867748199,273865726,10,7927899,88,126216
24012,2024-01-27,21,22,25,26,34,01,09,34,25,21,26,22,09,01,906728561,302400695,0,0,57,311796
24011,2024-01-24,01,03,27,32,34,01,07,32,34,03,27,01,07,01,826914378,278088460,4,10000000,53,233964
24010,2024-01-22,02,08,10,15,27,02,08,10,02,15,08,27,08,02,823023677,277288880,8,7815815,115,80040
24009,2024-01-20,15,18,19,24,26,05,09,18,15,26,19,24,09,05,855885855,310609197,2,10000000,129,119214
24008,2024-01-17,04,06,11,20,30,03,05,04,11,20,06,30,05,03,813246230,290297440,6,9547905,136,84867
24007,2024-01-15,04,05,28,34,35,04,11,05,34,28,04,35,11,04,831890342,295347811,12,7361176,174,61218
24006,2024-01-13,08,13,16,17,33,02,10,13,17,16,33,08,10,02,881907619,317993801,6,10000000,90,140208
24005,2024-01-10,03,05,07,09,12,05,08,07,09,05,12,03,08,05,891647287,296118578,15,6259584,310,25139
24004,2024-01-08,02,06,18,19,27,08,09,02,27,06,18,19,09,08,966373899,293740320,10,6632781,193,45844
24003,2024-01-06,07,09,12,23,29,01,02,07,23,29,09,12,01,02,1033378430,316688194,9,7766564,195,59738
24002,2024-01-03,01,06,08,27,32,03,04,27,06,32,01,08,04,03,1075477263,287934747,7,8971726,164,67883
24001,2024-01-01,03,09,17,26,35,02,07,17,03,09,35,26,07,02,1097128760,288568779,7,8913873,102,120804
23150,2023-12-30,05,06,17,18,33,11,12,17,05,18,06,33,11,12,1123526130,314687875,4,10000000,159,91893
23149,2023-12-27,01,16,17,21,29,01,06,17,01,16,21,29,06,01,1103823972,287474518,6,9555249,95,130109
23148,2023-12-25,11,12,20,21,27,02,12,12,21,20,11,27,12,02,1124396079,288709459,6,10000000,107,110336
23147,2023-12-23,06,07,19,33,34,03,08,33,19,07,06,34,03,08,1139271874,300086203,5,10000000,72,162352
23146,2023-12-20,14,18,19,26,31,02,07,18,31,26,19,14,02,07,1149841280,283511398,5,10000000,62,209503
23145,2023-12-18,06,10,12,32,33,06,07,12,10,32,06,33,06,07,1141903902,281788090,3,10000000,87,157236
23144,2023-12-16,05,14,18,25,35,01,10,35,25,05,14,18,10,01,1134916198,305447538,5,10000000,99,149256
23143,2023-12-13,09,20,23,29,33,02,10,33,29,20,09,23,02,10,1127826661,290282263,1,10000000,94,149042
23142,2023-12-11,04,13,15,17,32,10,12,13,17,32,15,04,10,12,1083472752,294429085,5,10000000,60,283757
23141,2023-12-09,04,22,25,30,31,04,05,22,30,25,31,04,04,05,1062646770,326977354,5,10000000,81,185420
23140,2023-12-06,01,02,09,19,30,01,02,02,30,19,09,01,01,02,1043730971,311212097,6,10000000,113,129633
23139,2023-12-04,15,16,25,31,34,05,09,15,16,31,34,25,05,09,1053823169,306026254,5,10000000,59,270955
23138,2023-12-02,07,12,20,28,31,09,10,07,31,12,28,20,10,09,1063005169,330230586,2,10000000,137,104704
23137,2023-11-29,04,19,21,30,31,06,12,30,19,31,04,21,12,06,1023516740,314969674,5,10000000,79,205975
23136,2023-11-27,13,23,27,30,34,06,09,13,34,23,30,27,06,09,1020724605,324906521,4,10000000,75,209832
23135,2023-11-25,05,18,22,28,29,09,12,18,05,22,28,29,09,12,1004596055,342060398,15,6929543,104,147931
23134,2023-11-22,10,15,22,27,33,01,12,22,10,15,33,27,01,12,1094743540,326277594,5,10000000,70,259476
23133,2023-11-20,10,18,25,28,33,05,11,28,18,10,25,33,05,11,1062683066,316833724,6,8695944,164,61063
23132,2023-11-18,03,04,12,15,23,02,06,03,23,04,15,12,06,02,1084953128,335031221,4,10000000,88,193088
23131,2023-11-15,03,07,21,22,24,06,07,22,07,03,24,21,06,07,1049374830,311865692,2,10000000,157,83937
23130,2023-11-13,13,20,27,29,30,01,07,13,29,30,20,27,01,07,1023653096,307985223,3,10000000,90,163618
23129,2023-11-11,09,23,25,27,33,06,12,23,25,27,09,33,12,06,996449655,330972531,2,10000000,101,157984
23128,2023-11-08,01,05,07,12,13,02,06,01,12,13,05,07,02,06,951297117,304299864,4,10000000,100,152691
23127,2023-11-06,04,07,08,18,19,02,06,04,07,08,19,18,02,06,926105316,301104265,3,10000000,126,109972
23126,2023-11-04,07,12,17,26,34,02,06,07,26,12,34,17,06,02,901877083,333657269,13,8662429,101,177906
23125,2023-11-01,07,25,26,29,32,02,08,25,26,32,07,29,08,02,942573826,317245687,1,10000000,67,229717
23124,2023-10-30,06,18,23,27,32,06,10,32,23,27,18,06,10,06,891019556,308575993,2,10000000,185,51836
23123,2023-10-28,02,14,16,28,30,02,07,16,02,30,14,28,07,02,865257536,325381412,4,10000000,128,102753
23122,2023-10-25,01,07,09,25,29,10,12,25,29,07,09,01,12,10,852345166,302656130,3,10000000,148,86604
23121,2023-10-23,05,11,15,23,33,01,09,33,11,23,15,05,09,01,828549499,305281727,12,8513200,94,147219
23120,2023-10-21,02,08,16,31,34,01,10,16,31,08,02,34,01,10,864940794,318242674,2,10000000,130,148794
23119,2023-10-18,04,08,10,14,21,04,10,10,14,08,04,21,04,10,812121301,302972888,4,10000000,106,126259
